Id_Dep,Id_Mun,Departamento,Municipio,Idioma,Pobl. Idioma
1,101,Guatemala,Guatemala,Achi,2568
1,101,Guatemala,Guatemala,Akateka,480
1,101,Guatemala,Guatemala,Awakateka,162
1,101,Guatemala,Guatemala,Chalchiteka,496
1,101,Guatemala,Guatemala,Ch'orti',32
1,101,Guatemala,Guatemala,Chuj,94
1,101,Guatemala,Guatemala,Español,828696
1,101,Guatemala,Guatemala,Garífuna,237
1,101,Guatemala,Guatemala,Inglés,1692
1,101,Guatemala,Guatemala,Itza',9
1,101,Guatemala,Guatemala,Ixil,563
1,101,Guatemala,Guatemala,Jakalteko /Popti',51
1,101,Guatemala,Guatemala,Kaqchikel,8825
1,101,Guatemala,Guatemala,K'iche',10421
1,101,Guatemala,Guatemala,Mam,2646
1,101,Guatemala,Guatemala,Mopan,15
1,101,Guatemala,Guatemala,No habla,643
1,101,Guatemala,Guatemala,Otro idioma,2006
1,101,Guatemala,Guatemala,Poqomam,168
1,101,Guatemala,Guatemala,Poqomchi',950
1,101,Guatemala,Guatemala,Q'anjob'al,476
1,101,Guatemala,Guatemala,Q'eqchi',4070
1,101,Guatemala,Guatemala,Sakapulteka,323
1,101,Guatemala,Guatemala,Señas,159
1,101,Guatemala,Guatemala,Sipakapense,59
1,101,Guatemala,Guatemala,Tektiteka,130
1,101,Guatemala,Guatemala,Tz'utujil,872
1,101,Guatemala,Guatemala,Uspanteka,176
1,101,Guatemala,Guatemala,Xinka,250
1,102,Guatemala,Santa Catarina Pinula,Achi,235
1,102,Guatemala,Santa Catarina Pinula,Akateka,34
1,102,Guatemala,Santa Catarina Pinula,Awakateka,17
1,102,Guatemala,Santa Catarina Pinula,Chalchiteka,89
1,102,Guatemala,Santa Catarina Pinula,Ch'orti',3
1,102,Guatemala,Santa Catarina Pinula,Chuj,0
1,102,Guatemala,Santa Catarina Pinula,Español,72977
1,102,Guatemala,Santa Catarina Pinula,Garífuna,14
1,102,Guatemala,Santa Catarina Pinula,Inglés,167
1,102,Guatemala,Santa Catarina Pinula,Itza',1
1,102,Guatemala,Santa Catarina Pinula,Ixil,27
1,102,Guatemala,Santa Catarina Pinula,Jakalteko /Popti',0
1,102,Guatemala,Santa Catarina Pinula,Kaqchikel,329
1,102,Guatemala,Santa Catarina Pinula,K'iche',659
1,102,Guatemala,Santa Catarina Pinula,Mam,160
1,102,Guatemala,Santa Catarina Pinula,Mopan,0
1,102,Guatemala,Santa Catarina Pinula,No habla,41
1,102,Guatemala,Santa Catarina Pinula,Otro idioma,154
1,102,Guatemala,Santa Catarina Pinula,Poqomam,3
1,102,Guatemala,Santa Catarina Pinula,Poqomchi',29
1,102,Guatemala,Santa Catarina Pinula,Q'anjob'al,31
1,102,Guatemala,Santa Catarina Pinula,Q'eqchi',124
1,102,Guatemala,Santa Catarina Pinula,Sakapulteka,19
1,102,Guatemala,Santa Catarina Pinula,Señas,3
1,102,Guatemala,Santa Catarina Pinula,Sipakapense,1
1,102,Guatemala,Santa Catarina Pinula,Tektiteka,13
1,102,Guatemala,Santa Catarina Pinula,Tz'utujil,53
1,102,Guatemala,Santa Catarina Pinula,Uspanteka,33
1,102,Guatemala,Santa Catarina Pinula,Xinka,55
1,103,Guatemala,San José Pinula,Achi,253
1,103,Guatemala,San José Pinula,Akateka,49
1,103,Guatemala,San José Pinula,Awakateka,11
1,103,Guatemala,San José Pinula,Chalchiteka,41
1,103,Guatemala,San José Pinula,Ch'orti',1
1,103,Guatemala,San José Pinula,Chuj,0
1,103,Guatemala,San José Pinula,Español,71415
1,103,Guatemala,San José Pinula,Garífuna,69
1,103,Guatemala,San José Pinula,Inglés,81
1,103,Guatemala,San José Pinula,Itza',0
1,103,Guatemala,San José Pinula,Ixil,13
1,103,Guatemala,San José Pinula,Jakalteko /Popti',0
1,103,Guatemala,San José Pinula,Kaqchikel,244
1,103,Guatemala,San José Pinula,K'iche',550
1,103,Guatemala,San José Pinula,Mam,81
1,103,Guatemala,San José Pinula,Mopan,0
1,103,Guatemala,San José Pinula,No habla,51
1,103,Guatemala,San José Pinula,Otro idioma,48
1,103,Guatemala,San José Pinula,Poqomam,5
1,103,Guatemala,San José Pinula,Poqomchi',23
1,103,Guatemala,San José Pinula,Q'anjob'al,17
1,103,Guatemala,San José Pinula,Q'eqchi',348
1,103,Guatemala,San José Pinula,Sakapulteka,10
1,103,Guatemala,San José Pinula,Señas,13
1,103,Guatemala,San José Pinula,Sipakapense,1
1,103,Guatemala,San José Pinula,Tektiteka,11
1,103,Guatemala,San José Pinula,Tz'utujil,78
1,103,Guatemala,San José Pinula,Uspanteka,11
1,103,Guatemala,San José Pinula,Xinka,13
1,104,Guatemala,San José del Golfo,Achi,29
1,104,Guatemala,San José del Golfo,Akateka,0
1,104,Guatemala,San José del Golfo,Awakateka,0
1,104,Guatemala,San José del Golfo,Chalchiteka,3
1,104,Guatemala,San José del Golfo,Ch'orti',0
1,104,Guatemala,San José del Golfo,Chuj,0
1,104,Guatemala,San José del Golfo,Español,6538
1,104,Guatemala,San José del Golfo,Garífuna,0
1,104,Guatemala,San José del Golfo,Inglés,6
1,104,Guatemala,San José del Golfo,Itza',0
1,104,Guatemala,San José del Golfo,Ixil,2
1,104,Guatemala,San José del Golfo,Jakalteko /Popti',0
1,104,Guatemala,San José del Golfo,Kaqchikel,30
1,104,Guatemala,San José del Golfo,K'iche',8
1,104,Guatemala,San José del Golfo,Mam,1
1,104,Guatemala,San José del Golfo,Mopan,0
1,104,Guatemala,San José del Golfo,No habla,3
1,104,Guatemala,San José del Golfo,Otro idioma,0
1,104,Guatemala,San José del Golfo,Poqomam,0
1,104,Guatemala,San José del Golfo,Poqomchi',3
1,104,Guatemala,San José del Golfo,Q'anjob'al,2
1,104,Guatemala,San José del Golfo,Q'eqchi',15
1,104,Guatemala,San José del Golfo,Sakapulteka,0
1,104,Guatemala,San José del Golfo,Señas,0
1,104,Guatemala,San José del Golfo,Sipakapense,0
1,104,Guatemala,San José del Golfo,Tektiteka,0
1,104,Guatemala,San José del Golfo,Tz'utujil,0
1,104,Guatemala,San José del Golfo,Uspanteka,0
1,104,Guatemala,San José del Golfo,Xinka,0
1,105,Guatemala,Palencia,Achi,164
1,105,Guatemala,Palencia,Akateka,13
1,105,Guatemala,Palencia,Awakateka,1
1,105,Guatemala,Palencia,Chalchiteka,65
1,105,Guatemala,Palencia,Ch'orti',0
1,105,Guatemala,Palencia,Chuj,1
1,105,Guatemala,Palencia,Español,63602
1,105,Guatemala,Palencia,Garífuna,20
1,105,Guatemala,Palencia,Inglés,77
1,105,Guatemala,Palencia,Itza',0
1,105,Guatemala,Palencia,Ixil,6
1,105,Guatemala,Palencia,Jakalteko /Popti',1
1,105,Guatemala,Palencia,Kaqchikel,183
1,105,Guatemala,Palencia,K'iche',196
1,105,Guatemala,Palencia,Mam,39
1,105,Guatemala,Palencia,Mopan,0
1,105,Guatemala,Palencia,No habla,36
1,105,Guatemala,Palencia,Otro idioma,7
1,105,Guatemala,Palencia,Poqomam,2
1,105,Guatemala,Palencia,Poqomchi',16
1,105,Guatemala,Palencia,Q'anjob'al,18
1,105,Guatemala,Palencia,Q'eqchi',132
1,105,Guatemala,Palencia,Sakapulteka,3
1,105,Guatemala,Palencia,Señas,7
1,105,Guatemala,Palencia,Sipakapense,1
1,105,Guatemala,Palencia,Tektiteka,5
1,105,Guatemala,Palencia,Tz'utujil,21
1,105,Guatemala,Palencia,Uspanteka,2
1,105,Guatemala,Palencia,Xinka,11
1,106,Guatemala,Chinautla,Achi,520
1,106,Guatemala,Chinautla,Akateka,51
1,106,Guatemala,Chinautla,Awakateka,12
1,106,Guatemala,Chinautla,Chalchiteka,72
1,106,Guatemala,Chinautla,Ch'orti',6
1,106,Guatemala,Chinautla,Chuj,4
1,106,Guatemala,Chinautla,Español,100080
1,106,Guatemala,Chinautla,Garífuna,33
1,106,Guatemala,Chinautla,Inglés,32
1,106,Guatemala,Chinautla,Itza',1
1,106,Guatemala,Chinautla,Ixil,29
1,106,Guatemala,Chinautla,Jakalteko /Popti',3
1,106,Guatemala,Chinautla,Kaqchikel,1517
1,106,Guatemala,Chinautla,K'iche',804
1,106,Guatemala,Chinautla,Mam,681
1,106,Guatemala,Chinautla,Mopan,4
1,106,Guatemala,Chinautla,No habla,80
1,106,Guatemala,Chinautla,Otro idioma,30
1,106,Guatemala,Chinautla,Poqomam,1155
1,106,Guatemala,Chinautla,Poqomchi',81
1,106,Guatemala,Chinautla,Q'anjob'al,22
1,106,Guatemala,Chinautla,Q'eqchi',395
1,106,Guatemala,Chinautla,Sakapulteka,18
1,106,Guatemala,Chinautla,Señas,69
1,106,Guatemala,Chinautla,Sipakapense,4
1,106,Guatemala,Chinautla,Tektiteka,25
1,106,Guatemala,Chinautla,Tz'utujil,60
1,106,Guatemala,Chinautla,Uspanteka,23
1,106,Guatemala,Chinautla,Xinka,29
1,107,Guatemala,San Pedro Ayampuc,Achi,173
1,107,Guatemala,San Pedro Ayampuc,Akateka,21
1,107,Guatemala,San Pedro Ayampuc,Awakateka,1
1,107,Guatemala,San Pedro Ayampuc,Chalchiteka,17
1,107,Guatemala,San Pedro Ayampuc,Ch'orti',2
1,107,Guatemala,San Pedro Ayampuc,Chuj,1
1,107,Guatemala,San Pedro Ayampuc,Español,49051
1,107,Guatemala,San Pedro Ayampuc,Garífuna,2
1,107,Guatemala,San Pedro Ayampuc,Inglés,12
1,107,Guatemala,San Pedro Ayampuc,Itza',0
1,107,Guatemala,San Pedro Ayampuc,Ixil,6
1,107,Guatemala,San Pedro Ayampuc,Jakalteko /Popti',1
1,107,Guatemala,San Pedro Ayampuc,Kaqchikel,3874
1,107,Guatemala,San Pedro Ayampuc,K'iche',237
1,107,Guatemala,San Pedro Ayampuc,Mam,78
1,107,Guatemala,San Pedro Ayampuc,Mopan,0
1,107,Guatemala,San Pedro Ayampuc,No habla,50
1,107,Guatemala,San Pedro Ayampuc,Otro idioma,18
1,107,Guatemala,San Pedro Ayampuc,Poqomam,14
1,107,Guatemala,San Pedro Ayampuc,Poqomchi',30
1,107,Guatemala,San Pedro Ayampuc,Q'anjob'al,9
1,107,Guatemala,San Pedro Ayampuc,Q'eqchi',105
1,107,Guatemala,San Pedro Ayampuc,Sakapulteka,5
1,107,Guatemala,San Pedro Ayampuc,Señas,10
1,107,Guatemala,San Pedro Ayampuc,Sipakapense,0
1,107,Guatemala,San Pedro Ayampuc,Tektiteka,3
1,107,Guatemala,San Pedro Ayampuc,Tz'utujil,26
1,107,Guatemala,San Pedro Ayampuc,Uspanteka,10
1,107,Guatemala,San Pedro Ayampuc,Xinka,12
1,108,Guatemala,Mixco,Achi,1766
1,108,Guatemala,Mixco,Akateka,264
1,108,Guatemala,Mixco,Awakateka,65
1,108,Guatemala,Mixco,Chalchiteka,368
1,108,Guatemala,Mixco,Ch'orti',12
1,108,Guatemala,Mixco,Chuj,15
1,108,Guatemala,Mixco,Español,417599
1,108,Guatemala,Mixco,Garífuna,49
1,108,Guatemala,Mixco,Inglés,799
1,108,Guatemala,Mixco,Itza',9
1,108,Guatemala,Mixco,Ixil,701
1,108,Guatemala,Mixco,Jakalteko /Popti',18
1,108,Guatemala,Mixco,Kaqchikel,5167
1,108,Guatemala,Mixco,K'iche',4220
1,108,Guatemala,Mixco,Mam,1352
1,108,Guatemala,Mixco,Mopan,3
1,108,Guatemala,Mixco,No habla,250
1,108,Guatemala,Mixco,Otro idioma,839
1,108,Guatemala,Mixco,Poqomam,124
1,108,Guatemala,Mixco,Poqomchi',259
1,108,Guatemala,Mixco,Q'anjob'al,131
1,108,Guatemala,Mixco,Q'eqchi',1769
1,108,Guatemala,Mixco,Sakapulteka,50
1,108,Guatemala,Mixco,Señas,72
1,108,Guatemala,Mixco,Sipakapense,38
1,108,Guatemala,Mixco,Tektiteka,42
1,108,Guatemala,Mixco,Tz'utujil,377
1,108,Guatemala,Mixco,Uspanteka,77
1,108,Guatemala,Mixco,Xinka,96
1,109,Guatemala,San Pedro Sacatepéquez,Achi,448
1,109,Guatemala,San Pedro Sacatepéquez,Akateka,27
1,109,Guatemala,San Pedro Sacatepéquez,Awakateka,19
