MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP23_A||Lee-Escribe Idioma 1,PCP23_B||Lee-Escribe Idioma 2,PCP23_C||Lee-Escribe Idioma 3
301,7,1,Hombre,Español,Akateko,
301,7,1,Hombre,K'iche',Español,
301,7,1,Mujer,Inglés,,
301,7,1,Mujer,Inglés,Español,
302,7,1,Hombre,Español,Akateko,
302,7,1,Hombre,Español,Inglés,
302,7,1,Mujer,Español,Akateko,
302,7,1,Mujer,Español,Inglés,
302,7,1,Mujer,Inglés,,
303,7,1,Hombre,Español,Inglés,
304,7,1,Mujer,Español,Achí,
305,7,1,Hombre,Akateko,,
305,7,1,Hombre,Español,Kaqchiquel,
305,7,1,Hombre,Kaqchiquel,,
305,7,1,Mujer,Español,Akateko,
305,7,1,Mujer,Español,Inglés,
306,7,1,Hombre,Akateko,,
306,7,1,Hombre,Chalchiteko,,
306,7,1,Hombre,Español,Ixil,
306,7,1,Hombre,Español,Kaqchiquel,
306,7,1,Mujer,Inglés,Español,Kaqchiquel
308,7,1,Hombre,Akateko,,
308,7,1,Hombre,Español,Inglés,
308,7,1,Hombre,Español,Inglés,Kaqchiquel
308,7,1,Hombre,Q'eqchi',Español,
308,7,1,Mujer,Achí,Español,
308,7,1,Mujer,Akateko,,
308,7,1,Mujer,Español,Otro idioma,Inglés
308,7,1,Mujer,Xinka,,
309,7,1,Hombre,Mam,Español,
309,7,1,Mujer,Español,Inglés,
310,7,1,Mujer,Español,Akateko,
310,7,1,Mujer,Español,Inglés,
311,7,1,Hombre,Achí,Español,
311,7,1,Hombre,Akateko,,
311,7,1,Hombre,Kaqchiquel,,
311,7,1,Mujer,Kaqchiquel,,
312,7,1,Hombre,Achí,,
312,7,1,Hombre,Akateko,,
312,7,1,Mujer,Akateko,,
312,7,1,Mujer,Awakateko,,
314,7,1,Hombre,Achí,Español,
314,7,1,Mujer,Español,Chalchiteko,
314,7,1,Mujer,Inglés,,
314,7,1,Mujer,Mam,,
315,7,1,Hombre,Español,Uspanteka,Inglés
315,7,1,Mujer,Español,Inglés,
316,7,1,Mujer,Español,Akateko,
316,7,1,Mujer,Español,Inglés,
301,8,1,Hombre,Español,Kaqchiquel,
301,8,1,Hombre,Inglés,Español,
301,8,1,Mujer,Español,Inglés,Otro idioma
301,8,1,Mujer,Inglés,Español,
301,8,1,Mujer,Otro idioma,,
302,8,1,Hombre,Inglés,Español,
302,8,1,Mujer,Achí,Español,
302,8,1,Mujer,Español,Akateko,
302,8,1,Mujer,Español,Inglés,Achí
302,8,1,Mujer,Inglés,,
302,8,1,Mujer,Kaqchiquel,Español,
